Affordability Index
4.692093952
4.673613866
4.687768872
4.634672154
4.621435391
4.583944993
4.502202708
4.589855185
4.694569011
4.551859717
4.596194041
4.565130445
4.594967899
4.5566765
4.576046006
4.533290477
4.528522984
4.494256273
4.477316654
4.487815833
4.526142995
4.426731671
4.450735903
4.434899072
4.305014284
4.340989333
4.373475689
4.346755025
4.314662964
4.276325439
4.210307292
4.24581196
4.305014284
4.266869156
4.297456031
4.267431622
4.272500499
4.263497469
4.196077289
4.253414306
4.204797543
4.157279605
4.118668738
4.165839182
4.193359622
3.779823191
3.745692776
3.752373844
3.691858295
3.679770609
3.689061786
3.64989488
3.648072211
3.60220148
3.581450963
3.617810871
3.67006511
3.425251498
3.426984267
3.456711902
3.425661327
3.411619933
3.398560267
3.377443167
3.334316076
3.302072504
3.230384089
3.231559914
3.306581852
2.795894743
2.807465413
2.751564553
2.698348482
2.654247145
2.633523293
2.59303151
2.581429579
2.56572047
2.533989993
2.555850014
2.597639978
2.286332957
2.293408017
2.246614686
2.169751487
2.166714391
2.168484996
2.129699894
2.112023022
2.085231531
2.07962858
2.084763466
2.140004894
1.931057929
1.926136896
1.90517184
1.912182592
1.898645789
1.893457051
1.875729252
1.874883281
1.881033917
1.881033917
1.908889889
1.952370532
1.947340417
1.915707353
1.904517217
1.983173313
2.420607146
2.432605544
2.420884834
2.400506552
2.347630782
2.338784561
2.327434995
2.353915571
2.282444948
2.292538536
2.292278611
2.2912395
2.742474571
2.742164196
2.724894605
2.703912826
2.670240559
2.638545446
2.639695264
2.670534865
2.612876448
2.620388034
2.604548783
2.584382702
3.02914898
3.030474067
3.032132057
3.000287448
2.970696277
2.942620247
2.946061542
2.969741171
2.849502456
2.853175678
2.866725568
2.81809854
3.104260877
3.117651166
3.079421629
3.063820754
3.052144849
3.054661822
3.068261994
3.137456256
3.094145815
3.125140598
3.121442207
3.041714211
3.012429827
2.996262941
3.989117424
3.913950717
3.850417649
3.790409168
3.713487451
3.71528262
3.523261682
3.491487087
3.48880931
3.328344736
3.32961437
3.296293078
4.194373351
4.192801099
4.175973542
4.15117652
4.172079497
4.234467209
4.249702864
4.238723821
4.235886657
4.231031772
4.199346161
4.175202889
5.085591178
5.073673313
5.058026998
4.9936292
4.9936292
5.040129146
4.84958063
4.850032932
4.839200921
4.836500474
4.794583542
4.725311504
4.663024847
4.623226627
4.561183501
4.507415541
4.490290398
4.5168117
4.372392596
4.35413626
4.377746234
4.303389006
4.290932406
4.305962583
4.29166315
4.264429481
4.238964847
4.188240987
4.178865105
4.260464246
4.052433104
4.043868489
4.086359162
4.009522016
4.004788224
4.024813862
4.003437764
3.985295297
3.977284653
3.947857574
3.919833162
3.952128725
3.773519316
3.766285531
3.806257901
3.767581265
3.692198618
3.67585476
3.655180324
3.618604924
4.397510786
4.38445551
4.370079097
4.34609632
4.181161947
4.182826953
4.171199684
4.093257943
4.062011699
4.056955515
4.020671256
4.000928817
3.988687945
3.978038462
3.951512177
3.941655797
3.951171351
3.97791312
3.986097502
3.902917513
3.896132909
3.838687506
3.87912819
3.875919888
3.910615575
3.863429102
3.866036787
3.982212013
3.978168234
4.003184227
4.035219851
3.967310262
3.943168415
3.933961141
3.932124844
3.885871665
3.850349108
3.836903723
3.833120942
3.893054975
3.770223624
3.754211091
3.732020698
6.16014107
6.103832651
6.112213199
6.029429273
6.156827894
6.109417127
6.069619379
6.029429273
6.142668842
5.760846038
5.754223868
5.731384418
5.617617043
5.540789906
5.590507445
5.599796808
5.516056077
5.478961701
5.515645717
5.454374291
5.540375858
5.078334874
5.126479876
5.12375964
5.087125549
5.016151181
5.002785669
4.990596365
4.838413541
4.770122595
4.840145877
4.916185698
4.969316069
4.79327796
4.782635691
4.818295068
4.696807656
4.723642574
4.673361546
4.649808705
4.556619496
4.55140709
4.501522484
4.472427355
4.456771981
4.190555095
4.218222253
4.197220109
4.758379529
4.736987727
